run,checkpoint,iteration,suite,seed,episode_count,episode_return_mean,episode_duration_mean,termination_rate,rotation_axis_speed_mean,rotation_axis_speed_abs_mean,rotation_positive_rate,rotation_reverse_rate,rotation_high_clip_rate,rotation_low_clip_rate,action_abs_mean,action_saturation_rate,target_saturation_rate,target_lower_saturation_rate,target_upper_saturation_rate,actor_hash_before,actor_hash_after,rank
2026-08-06_03-13-58_mujoco,model_10.pt,10,nominal,101,21702,-0.43789623152272383,0.46844530458022304,1.0,0.719511561319232,0.7379269875586033,0.95296875,0.04703125,0.593271484375,0.0047998046875,0.20108602700755,5.79833984375e-06,0.0017962646484375,0.00134063720703125,0.00045562744140625,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,5
2026-08-06_03-13-58_mujoco,model_10.pt,10,nominal,202,21747,-0.8271913083709884,0.46751965788384614,1.0,0.7180086608976126,0.7360934027284384,0.9526904296875,0.0473095703125,0.5970556640625,0.0047509765625,0.2009133796952665,2.44140625e-06,0.00174346923828125,0.001322021484375,0.00042144775390625,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,5
2026-08-06_03-13-58_mujoco,model_10.pt,10,nominal,303,21889,-0.46218831694643636,0.4646786056923569,1.0,0.7253576793521642,0.7444595384597779,0.9563818359375,0.0435986328125,0.5989453125,0.0052685546875,0.20153474090620876,0.0,0.0017919921875,0.00138031005859375,0.00041168212890625,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,5
2026-08-06_03-13-58_mujoco,model_10.pt,10,train_dr,101,20453,-0.32444124692180526,0.49702977558304406,1.0,0.6718900188058615,0.6977905426919461,0.9103564453125,0.0896435546875,0.5543115234375,0.0061376953125,0.18801185999065637,2.44140625e-06,0.00128875732421875,0.00084869384765625,0.0004400634765625,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,5
2026-08-06_03-13-58_mujoco,model_10.pt,10,train_dr,202,20617,-1.0751310064249224,0.49347625745743806,1.0,0.6680246437340975,0.6926914601773023,0.908662109375,0.091337890625,0.5551708984375,0.0055712890625,0.1878584091551602,0.0,0.00135498046875,0.0008563232421875,0.0004986572265625,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,5
2026-08-06_03-13-58_mujoco,model_10.pt,10,train_dr,303,20555,-0.7858775946566856,0.4946801264899052,1.0,0.6696187651157379,0.6939241747558117,0.9108837890625,0.0891162109375,0.55623046875,0.0056396484375,0.18771892175078392,0.0,0.001396484375,0.00092041015625,0.00047607421875,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,ce5187f07fad2ece169d233bdba04b1a727b4d25c07908753885413ea7e1ddaf,5
2026-08-06_03-13-58_mujoco,model_20.pt,20,nominal,101,35990,-0.559167708548253,0.28366907474298414,1.0,1.0170696050673724,1.0568623549491167,0.9444091796875,0.0555908203125,0.6702001953125,0.013681640625,0.36800753988325596,0.00085235595703125,0.00059783935546875,0.0005828857421875,1.495361328125e-05,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,4
2026-08-06_03-13-58_mujoco,model_20.pt,20,nominal,202,35994,-0.526028434540017,0.28351947546813355,1.0,1.0136459870636463,1.05136986926198,0.9445068359375,0.0554931640625,0.66865234375,0.0124267578125,0.367998175509274,0.0007879638671875,0.00064453125,0.0006170654296875,2.74658203125e-05,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,4
2026-08-06_03-13-58_mujoco,model_20.pt,20,nominal,303,36024,-0.6098381050034858,0.28333749722407287,1.0,1.0161442209035159,1.055202188938856,0.9448193359375,0.0551806640625,0.6724658203125,0.01287109375,0.3684165953099728,0.00079864501953125,0.00062591552734375,0.0006109619140625,1.495361328125e-05,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,4
2026-08-06_03-13-58_mujoco,model_20.pt,20,train_dr,101,32589,-0.5229569428296572,0.31306268986467833,1.0,0.9190524119883776,0.9635826495289802,0.888896484375,0.111103515625,0.60412109375,0.01400390625,0.3345673060417175,0.0006597900390625,0.00089996337890625,0.000556640625,0.00034332275390625,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,d5bd149c7bfe00f1b52f9c90c226be849801c97c86265f0b925a19786c7b7072,4
