run,checkpoint,iteration,suite,seed,episode_count,episode_return_mean,episode_duration_mean,termination_rate,rotation_axis_speed_mean,rotation_axis_speed_abs_mean,rotation_positive_rate,rotation_reverse_rate,rotation_high_clip_rate,rotation_low_clip_rate,action_abs_mean,action_saturation_rate,target_saturation_rate,target_lower_saturation_rate,target_upper_saturation_rate,actor_hash_before,actor_hash_after,rank
2026-08-06_03-18-25_mujoco,model_20.pt,20,train_dr,202,31273,-0.5910909770552709,0.3261071851117577,1.0,0.9069893189519643,0.9570809017121792,0.886591796875,0.113408203125,0.59421875,0.0160791015625,0.3196313996240497,1.220703125e-06,0.00063629150390625,0.00030059814453125,0.000335693359375,3f5dad3064fbc7f1b076114193c1eb9f0210d5dd6d111bdb5a31080d24611bdb,3f5dad3064fbc7f1b076114193c1eb9f0210d5dd6d111bdb5a31080d24611bdb,4
2026-08-06_03-18-25_mujoco,model_20.pt,20,train_dr,303,31296,-1.0418808451650752,0.3260033231083844,1.0,0.9016964844614267,0.9523335087299347,0.8843359375,0.1156640625,0.592177734375,0.01552734375,0.3198764142394066,2.86865234375e-05,0.00069366455078125,0.00034210205078125,0.0003515625,3f5dad3064fbc7f1b076114193c1eb9f0210d5dd6d111bdb5a31080d24611bdb,3f5dad3064fbc7f1b076114193c1eb9f0210d5dd6d111bdb5a31080d24611bdb,4
2026-08-06_03-18-25_mujoco,model_30.pt,30,nominal,101,38931,-0.6615637540305043,0.2622729958131052,1.0,1.2408748729526997,1.2789307834208012,0.9472265625,0.0527734375,0.683779296875,0.0127783203125,0.4786345424875617,0.00882171630859375,0.001461181640625,0.0014520263671875,9.1552734375e-06,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,3
2026-08-06_03-18-25_mujoco,model_30.pt,30,nominal,202,38934,-0.6018621421673275,0.2622746185852982,1.0,1.2402784325182439,1.279714740216732,0.9462744140625,0.0537255859375,0.686533203125,0.0140625,0.4787441874668002,0.0088043212890625,0.00149078369140625,0.001483154296875,7.62939453125e-06,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,3
2026-08-06_03-18-25_mujoco,model_30.pt,30,nominal,303,38921,-0.46784223584639106,0.26224531743788704,1.0,1.2459875804185867,1.2843048901855945,0.9476904296875,0.0523095703125,0.688212890625,0.0131787109375,0.47843151915818455,0.0086663818359375,0.001431884765625,0.00142242431640625,9.46044921875e-06,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,3
2026-08-06_03-18-25_mujoco,model_30.pt,30,train_dr,101,34979,-1.29516092988946,0.2918036536207439,1.0,1.1138500031083822,1.1614249394834042,0.8893359375,0.1106640625,0.6179833984375,0.0151806640625,0.4328644302114844,0.00677001953125,0.00159637451171875,0.00128387451171875,0.0003125,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,3
2026-08-06_03-18-25_mujoco,model_30.pt,30,train_dr,202,34998,-0.8018554255361388,0.2917438139322247,1.0,1.1046833138912917,1.152297593653202,0.88880859375,0.11119140625,0.61494140625,0.01544921875,0.43349241469055416,0.00706634521484375,0.00171417236328125,0.0013623046875,0.00035186767578125,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,3
2026-08-06_03-18-25_mujoco,model_30.pt,30,train_dr,303,34984,-1.2447074080391212,0.2917762405671164,1.0,1.114475385248661,1.164217882156372,0.88681640625,0.11318359375,0.6175439453125,0.0157177734375,0.4324813611060381,0.00691864013671875,0.00163909912109375,0.00128692626953125,0.0003521728515625,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,ec5f9332721cab696f56ab612d5dc69111c8cac1f91e7603c21f433eb5b0f5be,3
2026-08-06_03-18-25_mujoco,model_40.pt,40,nominal,101,39787,-0.6820478670867711,0.2566579536029357,1.0,1.3107979926466942,1.3474540260434151,0.952158203125,0.047841796875,0.69947265625,0.012607421875,0.5157579393684864,0.03725738525390625,0.0025286865234375,0.0025262451171875,2.44140625e-06,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,2
2026-08-06_03-18-25_mujoco,model_40.pt,40,nominal,202,39752,-0.37085766574075324,0.2568612899979876,1.0,1.3095818588137627,1.3457019479572774,0.9502294921875,0.0497705078125,0.697041015625,0.011826171875,0.5158566879481077,0.0370794677734375,0.00242156982421875,0.00242156982421875,0.0,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,2
2026-08-06_03-18-25_mujoco,model_40.pt,40,nominal,303,39681,-1.0265499851074016,0.25724402106801747,1.0,1.3073310850560664,1.3467725387215614,0.9489990234375,0.0510009765625,0.6996240234375,0.0133056640625,0.5155477664619684,0.037276611328125,0.002542724609375,0.002537841796875,4.8828125e-06,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,2
2026-08-06_03-18-25_mujoco,model_40.pt,40,train_dr,101,35748,-0.9509349378048709,0.28546352243482154,1.0,1.1583882708102464,1.204102241396904,0.8920947265625,0.1079052734375,0.6248681640625,0.0142578125,0.46663940500468015,0.03121337890625,0.00266693115234375,0.002313232421875,0.00035369873046875,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,2
2026-08-06_03-18-25_mujoco,model_40.pt,40,train_dr,202,35727,-0.8686859483676289,0.2857418758921824,1.0,1.1603932113945483,1.205927369594574,0.8896875,0.1103125,0.62279296875,0.0145849609375,0.4661996725201607,0.03128387451171875,0.00251434326171875,0.00215789794921875,0.0003564453125,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,2
2026-08-06_03-18-25_mujoco,model_40.pt,40,train_dr,303,35716,-0.7100710030919418,0.28575708365998437,1.0,1.1537855160236359,1.2003666262328625,0.8913134765625,0.1086865234375,0.624072265625,0.014873046875,0.46519377749413254,0.03109619140625,0.0026226806640625,0.00230010986328125,0.00032257080078125,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,3f9c3c4a0c537e5f23c9f97d38693c5314c3b3adf615792e8b4c6ba761576157,2
2026-08-06_03-18-25_mujoco,model_49.pt,49,nominal,101,40312,-0.7418280512964283,0.2532546140107164,1.0,1.3594146086275578,1.3925870133936404,0.9543212890625,0.0456787109375,0.7080517578125,0.0108251953125,0.5633008471131324,0.0957403564453125,0.004652099609375,0.00463134765625,2.0751953125e-05,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,1
2026-08-06_03-18-25_mujoco,model_49.pt,49,nominal,202,40425,-0.5878557197676105,0.2525837971552257,1.0,1.3599900443851949,1.3935135141015054,0.9546923828125,0.0453076171875,0.7079150390625,0.010947265625,0.5630921196192503,0.0955242919921875,0.0046600341796875,0.00464813232421875,1.190185546875e-05,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,1
2026-08-06_03-18-25_mujoco,model_49.pt,49,nominal,303,40402,-0.5473867397481216,0.2526558091183605,1.0,1.3604296025633813,1.3976474057137966,0.9533203125,0.0466796875,0.70943359375,0.0122216796875,0.5634606938809157,0.09582275390625,0.00461181640625,0.00461181640625,0.0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,1
2026-08-06_03-18-25_mujoco,model_49.pt,49,train_dr,101,36366,-0.9748093995558998,0.280679755815872,1.0,1.2001961497962474,1.2417316561937333,0.8958349609375,0.1041650390625,0.6316064453125,0.01318359375,0.5084326564893127,0.0837103271484375,0.00451507568359375,0.00414642333984375,0.00036865234375,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,1
2026-08-06_03-18-25_mujoco,model_49.pt,49,train_dr,202,36334,-0.6224304858611422,0.2809420928056366,1.0,1.2019038499891759,1.2460659106075764,0.8925927734375,0.1074072265625,0.6331005859375,0.014228515625,0.5073455659672618,0.08392333984375,0.004656982421875,0.0042724609375,0.000384521484375,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,1
2026-08-06_03-18-25_mujoco,model_49.pt,49,train_dr,303,36275,-0.7291819414169333,0.28134390075809784,1.0,1.198606183975935,1.2422411239147186,0.89314453125,0.10685546875,0.6325390625,0.013095703125,0.5082916989922523,0.08387237548828125,0.0048284912109375,0.00446502685546875,0.00036346435546875,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,ed5b257cfa90a3d7950c5cac5adfb0d86e82f45ce0fb0428664aca45dd631db0,1
