run,checkpoint,iteration,suite,seed,episode_count,episode_return_mean,episode_duration_mean,termination_rate,rotation_axis_speed_mean,rotation_axis_speed_abs_mean,rotation_positive_rate,rotation_reverse_rate,rotation_high_clip_rate,rotation_low_clip_rate,action_abs_mean,action_saturation_rate,target_saturation_rate,target_lower_saturation_rate,target_upper_saturation_rate,actor_hash_before,actor_hash_after,rank
2026-08-06_03-07-49_mujoco,model_10.pt,10,nominal,101,25585,-0.5131710372343262,0.3982821965995701,1.0,0.6067148964852095,0.6357230328023433,0.938759765625,0.061240234375,0.525205078125,0.007822265625,0.2046122893691063,1.46484375e-05,0.00015960693359375,9.6435546875e-05,6.317138671875e-05,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,5
2026-08-06_03-07-49_mujoco,model_10.pt,10,nominal,202,25469,-0.3521236705284593,0.39969767167929643,1.0,0.6098005909100175,0.6375092773884535,0.9395068359375,0.0604931640625,0.52400390625,0.0073095703125,0.20438868502154947,0.0,0.0001055908203125,6.744384765625e-05,3.814697265625e-05,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,5
2026-08-06_03-07-49_mujoco,model_10.pt,10,nominal,303,25553,-0.42626908241367195,0.39872030681329,1.0,0.6081938391923905,0.6366662684082985,0.9406689453125,0.0593310546875,0.5231884765625,0.0070654296875,0.20457064175978304,0.0,6.195068359375e-05,5.157470703125e-05,1.03759765625e-05,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,5
2026-08-06_03-07-49_mujoco,model_10.pt,10,train_dr,101,24049,-0.49337757954795064,0.4233564805189405,1.0,0.5506231733784079,0.5889907542616128,0.8851025390625,0.1148974609375,0.47478515625,0.0094091796875,0.19197322621941568,0.0,0.0002935791015625,7.659912109375e-05,0.00021697998046875,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,5
2026-08-06_03-07-49_mujoco,model_10.pt,10,train_dr,202,24039,-1.3359043685353709,0.4237905070926411,1.0,0.5476620490103961,0.5864430024474859,0.8825146484375,0.1174853515625,0.473056640625,0.0096435546875,0.19161891557276248,0.0,0.0006805419921875,0.000306396484375,0.0003741455078125,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,5
2026-08-06_03-07-49_mujoco,model_10.pt,10,train_dr,303,24171,-0.46393738810269886,0.42137685656365076,1.0,0.5498105255514383,0.5876923048496246,0.8850390625,0.1149609375,0.475595703125,0.0092431640625,0.19188407966867088,0.0,0.000321044921875,6.866455078125e-05,0.00025238037109375,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,4141b73cecd25eabde1b24d950f39a943fc9fa727919661993e6ccb6d44d3c20,5
2026-08-06_03-07-49_mujoco,model_20.pt,20,nominal,101,36546,-0.7016183334954585,0.2792480709243146,1.0,0.9070756117254496,0.9546711780130863,0.936728515625,0.063271484375,0.62298828125,0.0171923828125,0.3450093524903059,0.00021209716796875,0.0002685546875,0.0002685546875,0.0,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,4
2026-08-06_03-07-49_mujoco,model_20.pt,20,nominal,202,36681,-0.39274535021128926,0.27831165998745944,1.0,0.9287747812271118,0.9756518049538135,0.93837890625,0.06162109375,0.6329052734375,0.0168359375,0.3450351704284549,0.00021240234375,0.000196533203125,0.000196533203125,0.0,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,4
2026-08-06_03-07-49_mujoco,model_20.pt,20,nominal,303,36497,-0.6355981260504162,0.27966134202811194,1.0,0.9119701538980007,0.9595892275124789,0.9368603515625,0.0631396484375,0.6284033203125,0.0162939453125,0.34473875496536494,0.00020416259765625,0.00025115966796875,0.00025115966796875,0.0,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,4
2026-08-06_03-07-49_mujoco,model_20.pt,20,train_dr,101,33228,-0.9006304061960091,0.3071129770073432,1.0,0.8233375123143196,0.8804715663939714,0.8756298828125,0.1243701171875,0.56431640625,0.0188916015625,0.3158677202090621,0.0001690673828125,0.000615234375,0.00031402587890625,0.00030120849609375,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,f3a4093706ebdd742901288de316e935d699b7f55bdf9018f2b4b04b67a56235,4
